-,sp,_
9709,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2127,force_strike:786,skill_1:2678,skill_2:1121,skill_3:0,team_buff:533,s1_burn:0,d_dshift:119,d_dx1:576,d_dx2:630,d_dx3:774,d_ds:359,ds_burn:0
-,sp,kb
16868,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3397,force_strike:1254,skill_1:4261,skill_2:1814,skill_3:0,team_buff:587,s1_burn:1418,d_dshift:191,d_dx1:928,d_dx2:1015,d_dx3:1244,d_ds:579,ds_burn:174
10680,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2340,force_strike:864,skill_1:2946,skill_2:1233,skill_3:0,team_buff:587,s1_burn:0,d_dshift:131,d_dx1:634,d_dx2:693,d_dx3:852,d_ds:395,ds_burn:0
-,sp,rd
17287,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3346,force_strike:1235,skill_1:4456,skill_2:2032,skill_3:0,team_buff:575,s1_burn:1590,d_dshift:185,d_dx1:902,d_dx2:988,d_dx3:1211,d_ds:563,ds_burn:198
10813,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2301,force_strike:849,skill_1:3074,skill_2:1378,skill_3:0,team_buff:575,s1_burn:0,d_dshift:127,d_dx1:616,d_dx2:675,d_dx3:830,d_ds:384,ds_burn:0
-,sp,krd
19015,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3681,force_strike:1358,skill_1:4902,skill_2:2235,skill_3:0,team_buff:633,s1_burn:1749,d_dshift:204,d_dx1:992,d_dx2:1087,d_dx3:1332,d_ds:620,ds_burn:218
11894,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2531,force_strike:934,skill_1:3381,skill_2:1516,skill_3:0,team_buff:633,s1_burn:0,d_dshift:140,d_dx1:677,d_dx2:742,d_dx3:913,d_ds:423,ds_burn:0
-,sp,rb
16423,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3088,force_strike:1140,skill_1:4455,skill_2:1896,skill_3:0,team_buff:576,s1_burn:1483,d_dshift:174,d_dx1:844,d_dx2:922,d_dx3:1131,d_ds:527,ds_burn:182
10321,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2127,force_strike:786,skill_1:3080,skill_2:1289,skill_3:0,team_buff:576,s1_burn:0,d_dshift:119,d_dx1:576,d_dx2:630,d_dx3:774,d_ds:359,ds_burn:0
-,sp,krb
18065,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3397,force_strike:1254,skill_1:4901,skill_2:2086,skill_3:0,team_buff:634,s1_burn:1631,d_dshift:191,d_dx1:928,d_dx2:1015,d_dx3:1244,d_ds:579,ds_burn:200
11354,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2340,force_strike:864,skill_1:3388,skill_2:1418,skill_3:0,team_buff:634,s1_burn:0,d_dshift:131,d_dx1:634,d_dx2:693,d_dx3:852,d_ds:395,ds_burn:0
-,sp,db
16393,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3302,force_strike:1218,skill_1:4141,skill_2:1763,skill_3:0,team_buff:571,s1_burn:1378,d_dshift:186,d_dx1:902,d_dx2:986,d_dx3:1209,d_ds:563,ds_burn:169
10379,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2274,force_strike:840,skill_1:2863,skill_2:1198,skill_3:0,team_buff:571,s1_burn:0,d_dshift:127,d_dx1:616,d_dx2:673,d_dx3:828,d_ds:384,ds_burn:0
-,sp,kdb
18033,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3632,force_strike:1340,skill_1:4556,skill_2:1939,skill_3:0,team_buff:628,s1_burn:1516,d_dshift:204,d_dx1:992,d_dx2:1085,d_dx3:1330,d_ds:619,ds_burn:186
11417,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2502,force_strike:924,skill_1:3149,skill_2:1318,skill_3:0,team_buff:628,s1_burn:0,d_dshift:140,d_dx1:678,d_dx2:741,d_dx3:911,d_ds:423,ds_burn:0
-,sp,rdb
17557,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3302,force_strike:1218,skill_1:4763,skill_2:2027,skill_3:0,team_buff:616,s1_burn:1585,d_dshift:186,d_dx1:902,d_dx2:986,d_dx3:1209,d_ds:563,ds_burn:194
11035,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2274,force_strike:840,skill_1:3293,skill_2:1378,skill_3:0,team_buff:616,s1_burn:0,d_dshift:127,d_dx1:616,d_dx2:673,d_dx3:828,d_ds:384,ds_burn:0
-,sp,krdb
19313,Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],<0 resist>,92% burn uptime,attack:3632,force_strike:1340,skill_1:5239,skill_2:2230,skill_3:0,team_buff:678,s1_burn:1744,d_dshift:204,d_dx1:992,d_dx2:1085,d_dx3:1330,d_ds:619,ds_burn:214
12138,_c_Euden,4*,flame,sword,4028,[The_Shining_Overlord+Elegant_Escort][Apollo][Agito],!<0 resist>,,attack:2502,force_strike:924,skill_1:3622,skill_2:1516,skill_3:0,team_buff:678,s1_burn:0,d_dshift:140,d_dx1:678,d_dx2:741,d_dx3:911,d_ds:423,ds_burn:0
