-,sp,_
13552,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2384,force_strike:883,skill_1:5110,skill_2:2015,skill_3:0,team_buff:441,s1_burn:1016,d_dshift:112,d_dx1:116,d_dx2:126,d_dx3:220,d_ds:1124
10643,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:1985,force_strike:737,skill_1:4369,skill_2:1619,skill_3:0,team_buff:441,s1_burn:0,d_dshift:95,d_dx1:99,d_dx2:107,d_dx3:187,d_ds:999
-,sp,kb
14907,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2622,force_strike:971,skill_1:5621,skill_2:2217,skill_3:0,team_buff:485,s1_burn:1118,d_dshift:123,d_dx1:128,d_dx2:139,d_dx3:242,d_ds:1236
11707,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2184,force_strike:811,skill_1:4806,skill_2:1781,skill_3:0,team_buff:485,s1_burn:0,d_dshift:105,d_dx1:109,d_dx2:118,d_dx3:206,d_ds:1099
-,sp,rd
15828,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,73% burn uptime,attack:2550,force_strike:950,skill_1:6180,skill_2:2466,skill_3:0,team_buff:484,s1_burn:1207,d_dshift:119,d_dx1:124,d_dx2:134,d_dx3:234,d_ds:1376
12480,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2126,force_strike:795,skill_1:5347,skill_2:1981,skill_3:0,team_buff:484,s1_burn:0,d_dshift:101,d_dx1:105,d_dx2:114,d_dx3:199,d_ds:1223
-,sp,krd
17411,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,73% burn uptime,attack:2805,force_strike:1045,skill_1:6798,skill_2:2712,skill_3:0,team_buff:532,s1_burn:1328,d_dshift:131,d_dx1:136,d_dx2:148,d_dx3:258,d_ds:1513
13728,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2339,force_strike:875,skill_1:5882,skill_2:2180,skill_3:0,team_buff:532,s1_burn:0,d_dshift:111,d_dx1:116,d_dx2:126,d_dx3:219,d_ds:1345
-,sp,rb
14977,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2384,force_strike:883,skill_1:5876,skill_2:2317,skill_3:0,team_buff:477,s1_burn:1168,d_dshift:112,d_dx1:116,d_dx2:126,d_dx3:220,d_ds:1293
11726,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:1985,force_strike:737,skill_1:5024,skill_2:1862,skill_3:0,team_buff:477,s1_burn:0,d_dshift:95,d_dx1:99,d_dx2:107,d_dx3:187,d_ds:1149
-,sp,krb
16475,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2622,force_strike:971,skill_1:6464,skill_2:2549,skill_3:0,team_buff:524,s1_burn:1285,d_dshift:123,d_dx1:128,d_dx2:139,d_dx3:242,d_ds:1422
12899,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2184,force_strike:811,skill_1:5527,skill_2:2048,skill_3:0,team_buff:524,s1_burn:0,d_dshift:105,d_dx1:109,d_dx2:118,d_dx3:206,d_ds:1264
-,sp,db
14487,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2548,force_strike:944,skill_1:5463,skill_2:2154,skill_3:0,team_buff:472,s1_burn:1086,d_dshift:120,d_dx1:124,d_dx2:135,d_dx3:235,d_ds:1202
11378,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2122,force_strike:788,skill_1:4671,skill_2:1731,skill_3:0,team_buff:472,s1_burn:0,d_dshift:102,d_dx1:106,d_dx2:115,d_dx3:200,d_ds:1068
-,sp,kdb
15936,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2803,force_strike:1038,skill_1:6009,skill_2:2370,skill_3:0,team_buff:519,s1_burn:1195,d_dshift:132,d_dx1:137,d_dx2:148,d_dx3:259,d_ds:1322
12516,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2335,force_strike:867,skill_1:5138,skill_2:1904,skill_3:0,team_buff:519,s1_burn:0,d_dshift:112,d_dx1:116,d_dx2:126,d_dx3:220,d_ds:1175
-,sp,rdb
16011,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2548,force_strike:944,skill_1:6282,skill_2:2477,skill_3:0,team_buff:510,s1_burn:1249,d_dshift:120,d_dx1:124,d_dx2:135,d_dx3:235,d_ds:1382
12536,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2122,force_strike:788,skill_1:5371,skill_2:1990,skill_3:0,team_buff:510,s1_burn:0,d_dshift:102,d_dx1:106,d_dx2:115,d_dx3:200,d_ds:1228
-,sp,krdb
17612,Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],<0 resist>,74% burn uptime,attack:2803,force_strike:1038,skill_1:6910,skill_2:2725,skill_3:0,team_buff:561,s1_burn:1374,d_dshift:132,d_dx1:137,d_dx2:148,d_dx3:259,d_ds:1520
13790,_c_Euden,4*,flame,sword,4018,[The_Shining_Overlord+Elegant_Escort][Sakuya][Agito],!<0 resist>,,attack:2335,force_strike:867,skill_1:5908,skill_2:2190,skill_3:0,team_buff:561,s1_burn:0,d_dshift:112,d_dx1:116,d_dx2:126,d_dx3:220,d_ds:1351
