-,sp,_
8585,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1263,force_strike:191,skill_1:2591,skill_2:1104,skill_3:523,team_buff:0,d_ss:56,d_atk:1558,d_skl:884,s2_boost:411
-,sp,b
8535,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1251,force_strike:190,skill_1:2577,skill_2:1098,skill_3:520,team_buff:0,d_ss:56,d_atk:1550,d_skl:879,s2_boost:409
7298,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1069,force_strike:163,skill_1:2204,skill_2:939,skill_3:445,team_buff:0,d_ss:48,d_atk:1325,d_skl:752,s2_boost:350
-,sp,kb
9389,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1376,force_strike:209,skill_1:2835,skill_2:1208,skill_3:572,team_buff:0,d_ss:62,d_atk:1705,d_skl:967,s2_boost:450
8028,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1176,force_strike:179,skill_1:2424,skill_2:1033,skill_3:489,team_buff:0,d_ss:53,d_atk:1458,d_skl:827,s2_boost:385
-,sp,rd
9973,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1338,force_strike:203,skill_1:3157,skill_2:1345,skill_3:637,team_buff:0,d_ss:60,d_atk:1651,d_skl:1077,s2_boost:501
8556,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1148,force_strike:174,skill_1:2708,skill_2:1154,skill_3:547,team_buff:0,d_ss:51,d_atk:1417,d_skl:924,s2_boost:430
-,sp,krd
10971,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1472,force_strike:223,skill_1:3473,skill_2:1480,skill_3:701,team_buff:0,d_ss:66,d_atk:1816,d_skl:1185,s2_boost:551
9412,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1263,force_strike:191,skill_1:2979,skill_2:1269,skill_3:602,team_buff:0,d_ss:56,d_atk:1558,d_skl:1016,s2_boost:473
-,sp,rb
9358,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1251,force_strike:190,skill_1:2964,skill_2:1263,skill_3:598,team_buff:0,d_ss:56,d_atk:1550,d_skl:1011,s2_boost:470
8001,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1069,force_strike:163,skill_1:2534,skill_2:1080,skill_3:512,team_buff:0,d_ss:48,d_atk:1325,d_skl:865,s2_boost:402
-,sp,krb
10294,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1376,force_strike:209,skill_1:3260,skill_2:1389,skill_3:658,team_buff:0,d_ss:62,d_atk:1705,d_skl:1112,s2_boost:517
8802,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1176,force_strike:179,skill_1:2788,skill_2:1188,skill_3:563,team_buff:0,d_ss:53,d_atk:1458,d_skl:951,s2_boost:442
-,sp,db
9093,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1333,force_strike:203,skill_1:2746,skill_2:1170,skill_3:554,team_buff:0,d_ss:60,d_atk:1652,d_skl:937,s2_boost:436
7802,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1143,force_strike:174,skill_1:2356,skill_2:1004,skill_3:476,team_buff:0,d_ss:51,d_atk:1417,d_skl:804,s2_boost:374
-,sp,kdb
10003,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1466,force_strike:223,skill_1:3021,skill_2:1287,skill_3:610,team_buff:0,d_ss:66,d_atk:1817,d_skl:1031,s2_boost:479
8582,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1258,force_strike:191,skill_1:2591,skill_2:1104,skill_3:523,team_buff:0,d_ss:56,d_atk:1559,d_skl:884,s2_boost:411
-,sp,rdb
9970,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1333,force_strike:203,skill_1:3158,skill_2:1345,skill_3:638,team_buff:0,d_ss:60,d_atk:1652,d_skl:1077,s2_boost:501
8554,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1143,force_strike:174,skill_1:2709,skill_2:1154,skill_3:547,team_buff:0,d_ss:51,d_atk:1417,d_skl:924,s2_boost:430
-,sp,krdb
10967,G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1466,force_strike:223,skill_1:3474,skill_2:1480,skill_3:701,team_buff:0,d_ss:66,d_atk:1817,d_skl:1185,s2_boost:551
9409,_c_G_Mym,5*,flame,lance,4729,[Resounding_Rendition+Crystalian_Envoy][Sakuya],!<hp70>,c5 fs; get 10% dp from enemy every 18s;,attack:1258,force_strike:191,skill_1:2980,skill_2:1270,skill_3:602,team_buff:0,d_ss:56,d_atk:1559,d_skl:1017,s2_boost:473
