-,60,_
6906,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1498,force_strike:270,skill_1:1926,skill_2:1289,skill_3:1262,team_buff:359,team_energy:123,s1_energized:104,s3_energized:71
4978,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1107,force_strike:199,skill_1:1423,skill_2:954,skill_3:932,team_buff:359
-,120,kr
7596,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1647,force_strike:297,skill_1:2119,skill_2:1417,skill_3:1389,team_buff:395,team_energy:135,s1_energized:115,s3_energized:79
5476,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1218,force_strike:219,skill_1:1565,skill_2:1050,skill_3:1026,team_buff:395
-,120,d
6256,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1498,force_strike:270,skill_1:1675,skill_2:1120,skill_3:1098,team_buff:333,team_energy:107,s1_energized:91,s3_energized:62
4519,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1107,force_strike:199,skill_1:1237,skill_2:830,skill_3:811,team_buff:333
-,120,kd
6881,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1647,force_strike:297,skill_1:1843,skill_2:1233,skill_3:1207,team_buff:366,team_energy:117,s1_energized:100,s3_energized:68
4971,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1218,force_strike:219,skill_1:1361,skill_2:913,skill_3:892,team_buff:366
-,120,b
6742,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1424,force_strike:266,skill_1:2094,skill_2:1365,skill_3:862,team_buff:440,team_energy:133,s1_energized:91,s3_energized:62
4888,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1054,force_strike:196,skill_1:1547,skill_2:1012,skill_3:637,team_buff:440
-,120,kb
7416,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1567,force_strike:293,skill_1:2303,skill_2:1502,skill_3:949,team_buff:484,team_energy:147,s1_energized:100,s3_energized:68
5377,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1159,force_strike:216,skill_1:1702,skill_2:1113,skill_3:701,team_buff:484
-,120,rd
6906,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1498,force_strike:270,skill_1:1926,skill_2:1289,skill_3:1262,team_buff:359,team_energy:123,s1_energized:104,s3_energized:71
4978,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1107,force_strike:199,skill_1:1423,skill_2:954,skill_3:932,team_buff:359
-,120,krd
7596,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1647,force_strike:297,skill_1:2119,skill_2:1417,skill_3:1389,team_buff:395,team_energy:135,s1_energized:115,s3_energized:79
5476,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1218,force_strike:219,skill_1:1565,skill_2:1050,skill_3:1026,team_buff:395
-,120,rb
7469,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1424,force_strike:266,skill_1:2408,skill_2:1570,skill_3:992,team_buff:475,team_energy:153,s1_energized:104,s3_energized:71
5403,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1054,force_strike:196,skill_1:1779,skill_2:1163,skill_3:733,team_buff:475
-,120,krb
8216,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1567,force_strike:293,skill_1:2649,skill_2:1727,skill_3:1091,team_buff:523,team_energy:169,s1_energized:115,s3_energized:79
5943,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1159,force_strike:216,skill_1:1957,skill_2:1280,skill_3:806,team_buff:523
-,120,db
6742,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1424,force_strike:266,skill_1:2094,skill_2:1365,skill_3:862,team_buff:440,team_energy:133,s1_energized:91,s3_energized:62
4888,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1054,force_strike:196,skill_1:1547,skill_2:1012,skill_3:637,team_buff:440
-,120,kdb
7416,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1567,force_strike:293,skill_1:2303,skill_2:1502,skill_3:949,team_buff:484,team_energy:147,s1_energized:100,s3_energized:68
5377,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1159,force_strike:216,skill_1:1702,skill_2:1113,skill_3:701,team_buff:484
-,120,rdb
7469,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1424,force_strike:266,skill_1:2408,skill_2:1570,skill_3:992,team_buff:475,team_energy:153,s1_energized:104,s3_energized:71
5403,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1054,force_strike:196,skill_1:1779,skill_2:1163,skill_3:733,team_buff:475
-,120,krdb
8216,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1567,force_strike:293,skill_1:2649,skill_2:1727,skill_3:1091,team_buff:523,team_energy:169,s1_energized:115,s3_energized:79
5943,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1159,force_strike:216,skill_1:1957,skill_2:1280,skill_3:806,team_buff:523
-,180,_
6506,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1501,force_strike:260,skill_1:1801,skill_2:1204,skill_3:1089,team_buff:369,team_energy:115,s1_energized:90,s3_energized:41,s2_energized:30
4702,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1111,force_strike:192,skill_1:1330,skill_2:892,skill_3:805,team_buff:369
-,180,k
7156,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1652,force_strike:286,skill_1:1981,skill_2:1325,skill_3:1198,team_buff:406,team_energy:127,s1_energized:99,s3_energized:45,s2_energized:33
5172,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1222,force_strike:211,skill_1:1463,skill_2:982,skill_3:885,team_buff:406
-,180,r
7191,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1501,force_strike:260,skill_1:2071,skill_2:1385,skill_3:1253,team_buff:399,team_energy:133,s1_energized:103,s3_energized:47,s2_energized:34
5186,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1111,force_strike:192,skill_1:1530,skill_2:1026,skill_3:925,team_buff:399
-,180,kr
7910,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1652,force_strike:286,skill_1:2278,skill_2:1524,skill_3:1378,team_buff:439,team_energy:146,s1_energized:114,s3_energized:52,s2_energized:38
5704,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1222,force_strike:211,skill_1:1683,skill_2:1129,skill_3:1018,team_buff:439
-,180,d
6506,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1501,force_strike:260,skill_1:1801,skill_2:1204,skill_3:1089,team_buff:369,team_energy:115,s1_energized:90,s3_energized:41,s2_energized:30
4702,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1111,force_strike:192,skill_1:1330,skill_2:892,skill_3:805,team_buff:369
-,180,kd
7156,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1652,force_strike:286,skill_1:1981,skill_2:1325,skill_3:1198,team_buff:406,team_energy:127,s1_energized:99,s3_energized:45,s2_energized:33
5172,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1222,force_strike:211,skill_1:1463,skill_2:982,skill_3:885,team_buff:406
-,180,b
6823,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1414,force_strike:261,skill_1:2092,skill_2:1353,skill_3:957,team_buff:447,team_energy:133,s1_energized:60,s3_energized:41,s2_energized:60
4942,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1046,force_strike:192,skill_1:1545,skill_2:1002,skill_3:707,team_buff:447
-,180,kb
7505,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1555,force_strike:287,skill_1:2301,skill_2:1488,skill_3:1053,team_buff:492,team_energy:147,s1_energized:66,s3_energized:45,s2_energized:66
5436,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1151,force_strike:212,skill_1:1700,skill_2:1102,skill_3:778,team_buff:492
-,180,rd
7191,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1501,force_strike:260,skill_1:2071,skill_2:1385,skill_3:1253,team_buff:399,team_energy:133,s1_energized:103,s3_energized:47,s2_energized:34
5186,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1111,force_strike:192,skill_1:1530,skill_2:1026,skill_3:925,team_buff:399
-,180,krd
7910,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1652,force_strike:286,skill_1:2278,skill_2:1524,skill_3:1378,team_buff:439,team_energy:146,s1_energized:114,s3_energized:52,s2_energized:38
5704,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1222,force_strike:211,skill_1:1683,skill_2:1129,skill_3:1018,team_buff:439
-,180,rb
7563,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1414,force_strike:261,skill_1:2406,skill_2:1556,skill_3:1101,team_buff:483,team_energy:153,s1_energized:69,s3_energized:47,s2_energized:70
5466,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1046,force_strike:192,skill_1:1777,skill_2:1152,skill_3:813,team_buff:483
-,180,krb
8320,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1555,force_strike:287,skill_1:2646,skill_2:1711,skill_3:1211,team_buff:531,team_energy:169,s1_energized:76,s3_energized:52,s2_energized:77
6013,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1151,force_strike:212,skill_1:1955,skill_2:1267,skill_3:895,team_buff:531
-,180,db
6823,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1414,force_strike:261,skill_1:2092,skill_2:1353,skill_3:957,team_buff:447,team_energy:133,s1_energized:60,s3_energized:41,s2_energized:60
4942,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1046,force_strike:192,skill_1:1545,skill_2:1002,skill_3:707,team_buff:447
-,180,kdb
7505,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1555,force_strike:287,skill_1:2301,skill_2:1488,skill_3:1053,team_buff:492,team_energy:147,s1_energized:66,s3_energized:45,s2_energized:66
5436,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1151,force_strike:212,skill_1:1700,skill_2:1102,skill_3:778,team_buff:492
-,180,rdb
7563,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1414,force_strike:261,skill_1:2406,skill_2:1556,skill_3:1101,team_buff:483,team_energy:153,s1_energized:69,s3_energized:47,s2_energized:70
5466,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1046,force_strike:192,skill_1:1777,skill_2:1152,skill_3:813,team_buff:483
-,180,krdb
8320,D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],<energy & always connect hits & hp70 & hit15>,,attack:1555,force_strike:287,skill_1:2646,skill_2:1711,skill_3:1211,team_buff:531,team_energy:169,s1_energized:76,s3_energized:52,s2_energized:77
6013,_c_D_Cleo,5*,water,dagger,3958,[Twinfold_Bonds+The_Prince_of_Dragonyule][Siren],!<energy & always connect hits & hp70 & hit15>,,attack:1151,force_strike:212,skill_1:1955,skill_2:1267,skill_3:895,team_buff:531
