-,sp,_
12135,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1408,force_strike:0,skill_1:5101,skill_2:2340,skill_3:704,team_buff:0,d_ss:15,d_skill:817,d_autos:1669,s_dragon_poison:77
-,sp,rb
19002,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1629,force_strike:0,skill_1:9554,skill_2:4348,skill_3:884,team_buff:0,always_poisoned_poison:0,d_ss:59,d_skill:733,d_autos:1498,s_dragon_poison:293
10818,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1145,force_strike:0,skill_1:4607,skill_2:2270,skill_3:599,team_buff:0,d_ss:13,d_skill:695,d_autos:1419,s_dragon_poison:66
-,sp,krb
20902,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1792,force_strike:0,skill_1:10509,skill_2:4783,skill_3:973,team_buff:0,always_poisoned_poison:0,d_ss:65,d_skill:807,d_autos:1648,s_dragon_poison:322
11900,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1260,force_strike:0,skill_1:5068,skill_2:2497,skill_3:658,team_buff:0,d_ss:14,d_skill:764,d_autos:1561,s_dragon_poison:72
-,sp,db
18047,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1735,force_strike:0,skill_1:8851,skill_2:4028,skill_3:819,team_buff:0,always_poisoned_poison:0,d_ss:63,d_skill:679,d_autos:1596,s_dragon_poison:271
10416,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1224,force_strike:0,skill_1:4283,skill_2:2110,skill_3:556,team_buff:0,d_ss:14,d_skill:646,d_autos:1517,s_dragon_poison:61
-,sp,kdb
19852,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1909,force_strike:0,skill_1:9736,skill_2:4431,skill_3:901,team_buff:0,always_poisoned_poison:0,d_ss:70,d_skill:747,d_autos:1755,s_dragon_poison:298
11457,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1347,force_strike:0,skill_1:4711,skill_2:2322,skill_3:612,team_buff:0,d_ss:15,d_skill:710,d_autos:1669,s_dragon_poison:67
-,sp,rdb
20245,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1735,force_strike:0,skill_1:10179,skill_2:4633,skill_3:942,team_buff:0,always_poisoned_poison:0,d_ss:63,d_skill:781,d_autos:1596,s_dragon_poison:312
11565,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1224,force_strike:0,skill_1:4926,skill_2:2427,skill_3:640,team_buff:0,d_ss:14,d_skill:743,d_autos:1517,s_dragon_poison:70
-,sp,krdb
22269,Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 99% poison uptime,attack:1909,force_strike:0,skill_1:11197,skill_2:5096,skill_3:1037,team_buff:0,always_poisoned_poison:0,d_ss:70,d_skill:859,d_autos:1755,s_dragon_poison:343
12721,_c_Lathna,5*,shadow,lance,3820,[Resounding_Rendition+The_Plaguebringer][Shinobi],!<hp70 & always poisoned>,get 10% dragon charge from enemy every 18s;; 17% poison uptime,attack:1347,force_strike:0,skill_1:5418,skill_2:2670,skill_3:704,team_buff:0,d_ss:15,d_skill:817,d_autos:1669,s_dragon_poison:77
