-,60,_
7694,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1260,force_strike:352,skill_1:2526,skill_2:1235,skill_3:1173,team_buff:339,s1_burn:682,s3_energized:124
6022,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1356,force_strike:0,skill_1:2203,skill_2:1081,skill_3:1025,team_buff:355,s1_burn:0
-,120,b
6579,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1078,force_strike:301,skill_1:2161,skill_2:1056,skill_3:1003,team_buff:288,s1_burn:583,s3_energized:106
5148,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1160,force_strike:0,skill_1:1884,skill_2:924,skill_3:877,team_buff:301,s1_burn:0
-,120,kb
7237,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1185,force_strike:331,skill_1:2377,skill_2:1162,skill_3:1103,team_buff:317,s1_burn:642,s3_energized:117
5663,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1276,force_strike:0,skill_1:2072,skill_2:1017,skill_3:965,team_buff:331,s1_burn:0
-,120,rd
7803,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1145,force_strike:320,skill_1:2641,skill_2:1291,skill_3:1226,team_buff:333,s1_burn:713,s3_energized:130
6088,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1233,force_strike:0,skill_1:2303,skill_2:1130,skill_3:1072,team_buff:348,s1_burn:0
-,120,krd
8583,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1260,force_strike:352,skill_1:2905,skill_2:1420,skill_3:1349,team_buff:366,s1_burn:785,s3_energized:143
6696,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1356,force_strike:0,skill_1:2533,skill_2:1243,skill_3:1179,team_buff:383,s1_burn:0
-,120,rb
7339,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1078,force_strike:301,skill_1:2485,skill_2:1214,skill_3:1153,team_buff:311,s1_burn:671,s3_energized:122
5725,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1160,force_strike:0,skill_1:2166,skill_2:1063,skill_3:1008,team_buff:325,s1_burn:0
-,120,krb
8072,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1185,force_strike:331,skill_1:2733,skill_2:1336,skill_3:1269,team_buff:342,s1_burn:738,s3_energized:134
6297,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1276,force_strike:0,skill_1:2383,skill_2:1169,skill_3:1109,team_buff:358,s1_burn:0
-,120,db
6995,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1145,force_strike:320,skill_1:2297,skill_2:1122,skill_3:1066,team_buff:308,s1_burn:620,s3_energized:113
5474,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1233,force_strike:0,skill_1:2002,skill_2:982,skill_3:932,team_buff:322,s1_burn:0
-,120,kdb
7694,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1260,force_strike:352,skill_1:2526,skill_2:1235,skill_3:1173,team_buff:339,s1_burn:682,s3_energized:124
6022,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1356,force_strike:0,skill_1:2203,skill_2:1081,skill_3:1025,team_buff:355,s1_burn:0
-,120,rdb
7803,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1145,force_strike:320,skill_1:2641,skill_2:1291,skill_3:1226,team_buff:333,s1_burn:713,s3_energized:130
6088,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1233,force_strike:0,skill_1:2303,skill_2:1130,skill_3:1072,team_buff:348,s1_burn:0
-,120,krdb
8583,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1260,force_strike:352,skill_1:2905,skill_2:1420,skill_3:1349,team_buff:366,s1_burn:785,s3_energized:143
6696,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1356,force_strike:0,skill_1:2533,skill_2:1243,skill_3:1179,team_buff:383,s1_burn:0
-,180,_
6719,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1128,force_strike:306,skill_1:2191,skill_2:1107,skill_3:1025,team_buff:294,s1_burn:562,s3_energized:71,s1_energized:31
5206,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1142,force_strike:0,skill_1:1826,skill_2:923,skill_3:1004,team_buff:309,s1_burn:0
-,180,k
7391,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1241,force_strike:336,skill_1:2411,skill_2:1218,skill_3:1128,team_buff:323,s1_burn:618,s3_energized:78,s1_energized:34
5726,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1257,force_strike:0,skill_1:2008,skill_2:1015,skill_3:1105,team_buff:340,s1_burn:0
-,180,r
7491,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1128,force_strike:306,skill_1:2520,skill_2:1274,skill_3:1179,team_buff:317,s1_burn:646,s3_energized:82,s1_energized:35
5794,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1142,force_strike:0,skill_1:2100,skill_2:1061,skill_3:1155,team_buff:334,s1_burn:0
-,180,kr
8240,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1241,force_strike:336,skill_1:2772,skill_2:1401,skill_3:1297,team_buff:349,s1_burn:711,s3_energized:90,s1_energized:39
6373,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1257,force_strike:0,skill_1:2310,skill_2:1167,skill_3:1271,team_buff:367,s1_burn:0
-,180,d
7144,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1199,force_strike:325,skill_1:2329,skill_2:1177,skill_3:1090,team_buff:314,s1_burn:597,s3_energized:75,s1_energized:33
5536,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1214,force_strike:0,skill_1:1941,skill_2:981,skill_3:1068,team_buff:331,s1_burn:0
-,180,kd
7858,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1319,force_strike:358,skill_1:2562,skill_2:1295,skill_3:1199,team_buff:346,s1_burn:657,s3_energized:83,s1_energized:36
6089,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1336,force_strike:0,skill_1:2135,skill_2:1079,skill_3:1174,team_buff:364,s1_burn:0
-,180,b
6719,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1128,force_strike:306,skill_1:2191,skill_2:1107,skill_3:1025,team_buff:294,s1_burn:562,s3_energized:71,s1_energized:31
5206,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1142,force_strike:0,skill_1:1826,skill_2:923,skill_3:1004,team_buff:309,s1_burn:0
-,180,kb
7391,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1241,force_strike:336,skill_1:2411,skill_2:1218,skill_3:1128,team_buff:323,s1_burn:618,s3_energized:78,s1_energized:34
5726,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1257,force_strike:0,skill_1:2008,skill_2:1015,skill_3:1105,team_buff:340,s1_burn:0
-,180,rd
7965,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1199,force_strike:325,skill_1:2679,skill_2:1354,skill_3:1253,team_buff:339,s1_burn:687,s3_energized:87,s1_energized:38
6161,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1214,force_strike:0,skill_1:2232,skill_2:1128,skill_3:1228,team_buff:357,s1_burn:0
-,180,krd
8761,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1319,force_strike:358,skill_1:2947,skill_2:1489,skill_3:1378,team_buff:373,s1_burn:756,s3_energized:96,s1_energized:41
6777,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1336,force_strike:0,skill_1:2455,skill_2:1241,skill_3:1351,team_buff:393,s1_burn:0
-,180,rb
7491,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1128,force_strike:306,skill_1:2520,skill_2:1274,skill_3:1179,team_buff:317,s1_burn:646,s3_energized:82,s1_energized:35
5794,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1142,force_strike:0,skill_1:2100,skill_2:1061,skill_3:1155,team_buff:334,s1_burn:0
-,180,krb
8240,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1241,force_strike:336,skill_1:2772,skill_2:1401,skill_3:1297,team_buff:349,s1_burn:711,s3_energized:90,s1_energized:39
6373,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1257,force_strike:0,skill_1:2310,skill_2:1167,skill_3:1271,team_buff:367,s1_burn:0
-,180,db
7144,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1199,force_strike:325,skill_1:2329,skill_2:1177,skill_3:1090,team_buff:314,s1_burn:597,s3_energized:75,s1_energized:33
5536,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1214,force_strike:0,skill_1:1941,skill_2:981,skill_3:1068,team_buff:331,s1_burn:0
-,180,kdb
7858,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1319,force_strike:358,skill_1:2562,skill_2:1295,skill_3:1199,team_buff:346,s1_burn:657,s3_energized:83,s1_energized:36
6089,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1336,force_strike:0,skill_1:2135,skill_2:1079,skill_3:1174,team_buff:364,s1_burn:0
-,180,rdb
7965,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1199,force_strike:325,skill_1:2679,skill_2:1354,skill_3:1253,team_buff:339,s1_burn:687,s3_energized:87,s1_energized:38
6161,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1214,force_strike:0,skill_1:2232,skill_2:1128,skill_3:1228,team_buff:357,s1_burn:0
-,180,krdb
8761,V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1319,force_strike:358,skill_1:2947,skill_2:1489,skill_3:1378,team_buff:373,s1_burn:756,s3_energized:96,s1_energized:41
6777,_c_V_Ezelith,4*,flame,bow,3923,[Forest_Bonds+Dear_Diary][Sakuya],!<never lose combos & 0 resist & RO proc at 0s 60s 120s & c4+fs>,,attack:1336,force_strike:0,skill_1:2455,skill_2:1241,skill_3:1351,team_buff:393,s1_burn:0
