-,60,_
8399,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1347,force_strike:36,skill_1:2492,skill_2:1930,skill_3:1031,team_buff:1195,s2_reflect:365
6831,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2054,skill_2:1590,skill_3:849,team_buff:1195
-,60,kd
9119,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1482,force_strike:40,skill_1:2741,skill_2:2123,skill_3:1134,team_buff:1195,s2_reflect:401
7394,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2259,skill_2:1749,skill_3:934,team_buff:1195
-,60,rd
9272,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1347,force_strike:36,skill_1:2866,skill_2:2219,skill_3:1185,team_buff:1195,s2_reflect:419
7505,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2362,skill_2:1829,skill_3:977,team_buff:1195
-,60,krd
10080,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1482,force_strike:40,skill_1:3153,skill_2:2441,skill_3:1304,team_buff:1195,s2_reflect:461
8136,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2598,skill_2:2012,skill_3:1075,team_buff:1195
-,60,b
8295,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1177,force_strike:34,skill_1:2752,skill_2:1808,skill_3:966,team_buff:1190,s2_reflect:363
6831,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2054,skill_2:1590,skill_3:849,team_buff:1195
-,60,kb
9005,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1295,force_strike:38,skill_1:3028,skill_2:1989,skill_3:1062,team_buff:1190,s2_reflect:400
7394,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2259,skill_2:1749,skill_3:934,team_buff:1195
-,60,rb
9178,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1177,force_strike:34,skill_1:3165,skill_2:2080,skill_3:1111,team_buff:1190,s2_reflect:418
7505,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2362,skill_2:1829,skill_3:977,team_buff:1195
-,60,krb
9977,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1295,force_strike:38,skill_1:3482,skill_2:2288,skill_3:1222,team_buff:1190,s2_reflect:460
8136,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2598,skill_2:2012,skill_3:1075,team_buff:1195
-,60,db
8722,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1252,force_strike:36,skill_1:2927,skill_2:1923,skill_3:1027,team_buff:1190,s2_reflect:363
6831,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2054,skill_2:1590,skill_3:849,team_buff:1195
-,60,kdb
9475,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1377,force_strike:40,skill_1:3219,skill_2:2115,skill_3:1130,team_buff:1190,s2_reflect:400
7394,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2259,skill_2:1749,skill_3:934,team_buff:1195
-,60,rdb
9658,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1252,force_strike:36,skill_1:3366,skill_2:2211,skill_3:1181,team_buff:1190,s2_reflect:418
7505,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1110,force_strike:30,skill_1:2362,skill_2:1829,skill_3:977,team_buff:1195
-,60,krdb
10505,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1377,force_strike:40,skill_1:3702,skill_2:2433,skill_3:1299,team_buff:1190,s2_reflect:460
8136,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1221,force_strike:33,skill_1:2598,skill_2:2012,skill_3:1075,team_buff:1195
-,120,_
7134,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1287,force_strike:52,skill_1:2428,skill_2:1541,skill_3:906,team_buff:597,s2_reflect:319
6045,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2128,skill_2:1350,skill_3:794,team_buff:597
-,120,k
7788,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1416,force_strike:57,skill_1:2671,skill_2:1695,skill_3:997,team_buff:597,s2_reflect:351
6590,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2341,skill_2:1485,skill_3:874,team_buff:597
-,120,r
7914,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1287,force_strike:52,skill_1:2793,skill_2:1772,skill_3:1042,team_buff:597,s2_reflect:367
6687,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2447,skill_2:1553,skill_3:913,team_buff:597
-,120,kr
8645,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1416,force_strike:57,skill_1:3072,skill_2:1950,skill_3:1147,team_buff:597,s2_reflect:404
7296,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2692,skill_2:1708,skill_3:1005,team_buff:597
-,120,d
7528,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1369,force_strike:55,skill_1:2582,skill_2:1639,skill_3:964,team_buff:597,s2_reflect:319
6045,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2128,skill_2:1350,skill_3:794,team_buff:597
-,120,kd
8221,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1506,force_strike:60,skill_1:2841,skill_2:1803,skill_3:1060,team_buff:597,s2_reflect:351
6590,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2341,skill_2:1485,skill_3:874,team_buff:597
-,120,rd
8354,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1369,force_strike:55,skill_1:2970,skill_2:1885,skill_3:1109,team_buff:597,s2_reflect:367
6687,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2447,skill_2:1553,skill_3:913,team_buff:597
-,120,krd
9130,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1506,force_strike:60,skill_1:3267,skill_2:2073,skill_3:1219,team_buff:597,s2_reflect:404
7296,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2692,skill_2:1708,skill_3:1005,team_buff:597
-,120,b
7297,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1207,force_strike:69,skill_1:2645,skill_2:1545,skill_3:909,team_buff:599,s2_reflect:320
6045,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2128,skill_2:1350,skill_3:794,team_buff:597
-,120,kb
7967,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1328,force_strike:76,skill_1:2909,skill_2:1700,skill_3:1000,team_buff:599,s2_reflect:352
6590,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2341,skill_2:1485,skill_3:874,team_buff:597
-,120,rb
8110,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1207,force_strike:69,skill_1:3042,skill_2:1777,skill_3:1045,team_buff:599,s2_reflect:368
6687,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2447,skill_2:1553,skill_3:913,team_buff:597
-,120,krb
8861,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1328,force_strike:76,skill_1:3346,skill_2:1955,skill_3:1150,team_buff:599,s2_reflect:405
7296,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2692,skill_2:1708,skill_3:1005,team_buff:597
-,120,db
7701,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1284,force_strike:74,skill_1:2812,skill_2:1643,skill_3:966,team_buff:599,s2_reflect:320
6045,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2128,skill_2:1350,skill_3:794,team_buff:597
-,120,kdb
8411,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1412,force_strike:81,skill_1:3094,skill_2:1807,skill_3:1063,team_buff:599,s2_reflect:352
6590,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2341,skill_2:1485,skill_3:874,team_buff:597
-,120,rdb
8563,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1284,force_strike:74,skill_1:3234,skill_2:1890,skill_3:1111,team_buff:599,s2_reflect:368
6687,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1128,force_strike:45,skill_1:2447,skill_2:1553,skill_3:913,team_buff:597
-,120,krdb
9359,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1412,force_strike:81,skill_1:3558,skill_2:2079,skill_3:1223,team_buff:599,s2_reflect:405
7296,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1241,force_strike:50,skill_1:2692,skill_2:1708,skill_3:1005,team_buff:597
-,180,_
6747,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1290,force_strike:58,skill_1:2322,skill_2:1594,skill_3:746,team_buff:399,s2_reflect:335
5668,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2035,skill_2:1397,skill_3:654,team_buff:399
-,180,k
7382,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1419,force_strike:63,skill_1:2554,skill_2:1753,skill_3:821,team_buff:399,s2_reflect:369
6195,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2238,skill_2:1537,skill_3:720,team_buff:399
-,180,r
7497,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1290,force_strike:58,skill_1:2671,skill_2:1833,skill_3:859,team_buff:399,s2_reflect:386
6281,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2340,skill_2:1606,skill_3:752,team_buff:399
-,180,kr
8207,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1419,force_strike:63,skill_1:2938,skill_2:2017,skill_3:944,team_buff:399,s2_reflect:424
6869,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2574,skill_2:1767,skill_3:828,team_buff:399
-,180,d
7128,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1372,force_strike:61,skill_1:2469,skill_2:1695,skill_3:794,team_buff:399,s2_reflect:335
5668,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2035,skill_2:1397,skill_3:654,team_buff:399
-,180,kd
7801,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1509,force_strike:67,skill_1:2716,skill_2:1865,skill_3:873,team_buff:399,s2_reflect:369
6195,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2238,skill_2:1537,skill_3:720,team_buff:399
-,180,rd
7923,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1372,force_strike:61,skill_1:2840,skill_2:1949,skill_3:913,team_buff:399,s2_reflect:386
6281,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2340,skill_2:1606,skill_3:752,team_buff:399
-,180,krd
8675,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1509,force_strike:67,skill_1:3124,skill_2:2144,skill_3:1004,team_buff:399,s2_reflect:424
6869,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2574,skill_2:1767,skill_3:828,team_buff:399
-,180,b
6954,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1229,force_strike:69,skill_1:2591,skill_2:1587,skill_3:743,team_buff:397,s2_reflect:334
5668,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2035,skill_2:1397,skill_3:654,team_buff:399
-,180,kb
7609,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1352,force_strike:76,skill_1:2850,skill_2:1746,skill_3:818,team_buff:397,s2_reflect:367
6195,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2238,skill_2:1537,skill_3:720,team_buff:399
-,180,rb
7742,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1229,force_strike:69,skill_1:2980,skill_2:1825,skill_3:855,team_buff:397,s2_reflect:384
6281,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2340,skill_2:1606,skill_3:752,team_buff:399
-,180,krb
8477,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1352,force_strike:76,skill_1:3278,skill_2:2008,skill_3:940,team_buff:397,s2_reflect:422
6869,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2574,skill_2:1767,skill_3:828,team_buff:399
-,180,db
7348,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1307,force_strike:73,skill_1:2755,skill_2:1688,skill_3:790,team_buff:397,s2_reflect:334
5668,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2035,skill_2:1397,skill_3:654,team_buff:399
-,180,kdb
8043,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1438,force_strike:81,skill_1:3031,skill_2:1857,skill_3:870,team_buff:397,s2_reflect:367
6195,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2238,skill_2:1537,skill_3:720,team_buff:399
-,180,rdb
8183,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1307,force_strike:73,skill_1:3168,skill_2:1941,skill_3:909,team_buff:397,s2_reflect:384
6281,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1130,force_strike:50,skill_1:2340,skill_2:1606,skill_3:752,team_buff:399
-,180,krdb
8962,Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],<hp70 & reflect 500 damage on every s2>,,attack:1438,force_strike:81,skill_1:3485,skill_2:2135,skill_3:1000,team_buff:397,s2_reflect:422
6869,_c_Fjorm,5*,water,lance,3883,[Resounding_Rendition+Beautiful_Nothingness][Siren][HDT2],!<hp70 & reflect 500 damage on every s2>,,attack:1244,force_strike:55,skill_1:2574,skill_2:1767,skill_3:828,team_buff:399
