-,sp,_
9463,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1113,force_strike:341,skill_1:2747,skill_2:1279,skill_3:1039,team_buff:0,team_energy:125,s3_energized:34,s2_energized:66,dx:1760,ds:955
8731,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:990,force_strike:455,skill_1:2394,skill_2:1187,skill_3:964,team_buff:0,team_energy:125,s3_energized:32,s2_energized:61,dx:1633,ds:886
-,sp,krb
10397,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1224,force_strike:375,skill_1:3022,skill_2:1407,skill_3:1143,team_buff:0,team_energy:125,s3_energized:38,s2_energized:72,dx:1936,ds:1050
9592,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:1089,force_strike:501,skill_1:2634,skill_2:1306,skill_3:1061,team_buff:0,team_energy:125,s3_energized:35,s2_energized:67,dx:1796,ds:974
-,sp,db
9205,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1187,force_strike:364,skill_1:2548,skill_2:1187,skill_3:964,team_buff:0,team_energy:125,s3_energized:32,s2_energized:61,dx:1858,ds:876
8010,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:990,force_strike:455,skill_1:2082,skill_2:1032,skill_3:838,team_buff:0,team_energy:125,s3_energized:28,s2_energized:53,dx:1633,ds:770
-,sp,kdb
10113,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1306,force_strike:400,skill_1:2803,skill_2:1305,skill_3:1060,team_buff:0,team_energy:125,s3_energized:35,s2_energized:67,dx:2044,ds:964
8799,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:1089,force_strike:501,skill_1:2290,skill_2:1135,skill_3:922,team_buff:0,team_energy:125,s3_energized:30,s2_energized:58,dx:1796,ds:847
-,sp,rdb
10056,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1187,force_strike:364,skill_1:2931,skill_2:1365,skill_3:1109,team_buff:0,team_energy:125,s3_energized:37,s2_energized:70,dx:1858,ds:1008
8731,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:990,force_strike:455,skill_1:2394,skill_2:1187,skill_3:964,team_buff:0,team_energy:125,s3_energized:32,s2_energized:61,dx:1633,ds:886
-,sp,krdb
11049,Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],<hp70>,,attack:1306,force_strike:400,skill_1:3224,skill_2:1501,skill_3:1219,team_buff:0,team_energy:125,s3_energized:40,s2_energized:77,dx:2044,ds:1109
9592,_c_Audric,4*,shadow,sword,3682,[The_Shining_Overlord+Beautiful_Nothingness][Shinobi][HDT2],!<hp70>,,attack:1089,force_strike:501,skill_1:2634,skill_2:1306,skill_3:1061,team_buff:0,team_energy:125,s3_energized:35,s2_energized:67,dx:1796,ds:974
