-,sp,_
16842,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2973,force_strike:67,skill_1:5443,skill_2:0,skill_3:2144,team_buff:0,s1_crisis:5443,s1_energized:274,s1_crisis_energized:495
9300,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2601,force_strike:58,skill_1:4763,skill_2:0,skill_3:1876,team_buff:0,s1_crisis:0
-,sp,krd
16842,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2973,force_strike:67,skill_1:5443,skill_2:0,skill_3:2144,team_buff:0,s1_crisis:5443,s1_energized:274,s1_crisis_energized:495
9300,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2601,force_strike:58,skill_1:4763,skill_2:0,skill_3:1876,team_buff:0,s1_crisis:0
-,sp,rb
16809,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2770,force_strike:0,skill_1:5549,skill_2:0,skill_3:2268,team_buff:0,s1_crisis:5549,s1_crisis_energized:334,s3_energized:197,s1_energized:137
9265,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2424,force_strike:0,skill_1:4856,skill_2:0,skill_3:1984,team_buff:0,s1_crisis:0
-,sp,krb
16809,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2770,force_strike:0,skill_1:5549,skill_2:0,skill_3:2268,team_buff:0,s1_crisis:5549,s1_crisis_energized:334,s3_energized:197,s1_energized:137
9265,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2424,force_strike:0,skill_1:4856,skill_2:0,skill_3:1984,team_buff:0,s1_crisis:0
-,sp,db
16067,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2962,force_strike:0,skill_1:5159,skill_2:0,skill_3:2108,team_buff:0,s1_crisis:5159,s1_crisis_energized:366,s1_energized:191,s3_energized:119
8951,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2591,force_strike:0,skill_1:4514,skill_2:0,skill_3:1845,team_buff:0,s1_crisis:0
-,sp,kdb
16067,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2962,force_strike:0,skill_1:5159,skill_2:0,skill_3:2108,team_buff:0,s1_crisis:5159,s1_crisis_energized:366,s1_energized:191,s3_energized:119
8951,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2591,force_strike:0,skill_1:4514,skill_2:0,skill_3:1845,team_buff:0,s1_crisis:0
-,sp,rdb
18180,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2962,force_strike:0,skill_1:5933,skill_2:0,skill_3:2425,team_buff:0,s1_crisis:5933,s1_crisis_energized:568,s1_energized:220,s3_energized:137
9905,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2591,force_strike:0,skill_1:5191,skill_2:0,skill_3:2121,team_buff:0,s1_crisis:0
-,sp,krdb
18180,Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],<energy & hit15 & hp=1>,s2 without str buff,attack:2962,force_strike:0,skill_1:5933,skill_2:0,skill_3:2425,team_buff:0,s1_crisis:5933,s1_crisis_energized:568,s1_energized:220,s3_energized:137
9905,_c_Natalie,5*,shadow,blade,3953,[Heralds_of_Hinomoto+Flash_of_Genius][Shinobi],!<energy & hit15 & hp=1>,s2 without str buff,attack:2591,force_strike:0,skill_1:5191,skill_2:0,skill_3:2121,team_buff:0,s1_crisis:0
